"","Date","HomeTeam","AwayTeam","FTHG","FTAG","B365H","B365D","B365A","BWH","BWD","BWA","GBH","GBD","GBA","IWH","IWD","IWA","LBH","LBD","LBA","WHH","WHD","WHA"
"2181","02/01/07","Aston Villa","Chelsea",0,0,6.5,3.75,1.53,6.4,3.6,1.5,6.5,3.75,1.53,5,3.5,1.6,5.5,3.5,1.53,5.5,3.5,1.53
"2112","01/01/07","Man City","Everton",2,1,2.37,3.2,2.9,2.35,3.15,2.8,2.3,3.1,3.1,2.2,3.1,3,2.25,3.2,2.75,2.2,3.2,2.8
"203","30/12/06","Chelsea","Fulham",2,2,1.14,6.5,21,1.18,6,12,1.17,6.25,15,1.2,5.2,11,1.22,5,10,1.16,5.5,12
"2072","30/12/06","Tottenham","Liverpool",0,1,2.6,3.2,2.62,2.6,3.1,2.55,2.6,3.2,2.6,2.55,3.1,2.55,2.6,3.2,2.37,2.5,3.1,2.5
"1941","26/12/06","Man United","Wigan",3,1,1.18,6,15,1.18,6,12,1.17,6,15,1.2,5.2,11,1.2,5,11,1.22,5,9.5
"1962","26/12/06","Tottenham","Aston Villa",2,1,1.8,3.2,4.75,1.75,3.25,4.5,1.8,3.3,4.5,1.75,3.3,4.2,1.8,3.2,4,1.8,3.3,3.75
"1812","23/12/06","Aston Villa","Man United",0,3,5.5,3.6,1.61,5.4,3.45,1.6,5.75,3.6,1.6,4.8,3.6,1.6,5,3.5,1.57,5,3.3,1.61
"189","23/12/06","Wigan","Chelsea",2,3,7.5,4.33,1.4,7.5,4,1.4,8,4.2,1.4,6.5,4,1.4,8,4,1.33,7,3.75,1.4
"176","17/12/06","Everton","Chelsea",2,3,5.5,3.8,1.57,6,3.5,1.55,6.25,3.6,1.55,5,3.7,1.55,5.5,3.25,1.57,6,3.4,1.5
"1771","17/12/06","Man City","Tottenham",1,2,2.5,3.2,2.75,2.35,3.15,2.8,2.4,3.2,2.8,2.4,3.1,2.7,2.2,3.2,2.8,2.37,3,2.7
"1694","13/12/06","Wigan","Arsenal",0,1,4.75,3.5,1.72,4.3,3.35,1.75,4.5,3.4,1.72,4.3,3.4,1.7,3.75,3.3,1.8,4.5,3.3,1.66
"1663","10/12/06","Chelsea","Arsenal",1,1,1.72,3.4,5,1.65,3.45,4.85,1.72,3.3,5,1.75,3.3,4.2,1.67,3.3,4.5,1.72,3.1,4.5
"160","09/12/06","Liverpool","Fulham",4,0,1.33,4.5,9.5,1.3,4.75,8.4,1.33,4.5,9,1.35,4.2,7.5,1.36,3.75,8,1.33,4,8
"1613","09/12/06","Man United","Man City",3,1,1.36,4.33,9,1.3,4.75,8.4,1.33,4.5,9,1.4,4,6.5,1.36,3.75,8,1.33,4,8
"1453","02/12/06","Arsenal","Tottenham",3,0,1.66,3.5,5,1.55,3.6,5.75,1.6,3.5,5.75,1.6,3.5,5,1.72,3.1,4.5,1.57,3.3,5.5
"1512","02/12/06","Wigan","Liverpool",0,4,3.75,3.2,2,3.5,3.15,2,3.6,3.2,2.05,3.2,3.1,2.1,3,3.2,2.1,3.5,3.1,1.95
"1403","29/11/06","Aston Villa","Man City",1,3,1.83,3.3,4.33,1.8,3.25,4.2,1.8,3.3,4.5,1.8,3.2,4,1.72,3.1,4.5,1.8,3.1,4
"142","29/11/06","Fulham","Arsenal",2,1,6,3.6,1.57,5.5,3.4,1.6,5.75,3.5,1.6,4.5,3.5,1.65,4.5,3.3,1.66,5,3.3,1.61
"144","29/11/06","Man United","Everton",3,0,1.33,4.5,9.5,1.3,4.75,8.4,1.3,5,9,1.3,4.4,8.5,1.33,4,8,1.33,4,8
"1363","26/11/06","Man United","Chelsea",1,1,2.5,3.1,2.8,2.4,3.15,2.75,2.5,3.1,2.8,2.4,3,2.8,2.37,3,2.75,2.3,2.8,3
"1382","26/11/06","Tottenham","Wigan",3,1,1.8,3.3,4.5,1.75,3.3,4.4,1.8,3.3,4.5,1.7,3.4,4.3,1.72,3.2,4.33,1.72,3.2,4.33
"134","25/11/06","Liverpool","Man City",1,0,1.44,3.75,8.5,1.4,4.5,6,1.44,4,7.5,1.4,3.8,7,1.4,3.75,7,1.4,3.75,7
"129","19/11/06","Wigan","Aston Villa",0,0,2.37,3.2,2.9,2.45,3.15,2.65,2.4,3.25,2.8,2.4,3.1,2.7,2.37,3.2,2.6,2.37,3.1,2.62
"1234","18/11/06","Man City","Fulham",3,1,2.1,3.2,3.5,2.1,3.15,3.25,2.1,3.2,3.4,2.2,3,3.1,2.1,3.2,3,2.05,3,3.3
"1181","12/11/06","Arsenal","Liverpool",3,0,2,3.2,3.75,1.95,3.25,3.6,2,3.2,3.75,2,3.1,3.4,2,3,3.5,2,2.87,3.6
"1121","11/11/06","Everton","Aston Villa",0,1,2,3.2,3.75,2.1,3.15,3.25,2,3.2,3.75,2.1,3.1,3.2,2.2,3,3,2.1,2.87,3.3
"1083","05/11/06","Tottenham","Chelsea",2,1,5,3.4,1.72,5,3.4,1.65,5,3.4,1.7,4.3,3.4,1.7,4.33,3.2,1.73,4.5,3.3,1.66
"1021","04/11/06","Fulham","Everton",1,0,2.8,3.1,2.5,2.45,3.15,2.65,2.75,3.2,2.5,2.55,3.1,2.55,2.5,3.2,2.5,2.6,3.1,2.4
"902","28/10/06","Arsenal","Everton",1,1,1.4,4,9,1.35,4.25,7.8,1.4,4.25,8.5,1.37,4,7.2,1.4,3.75,7,1.33,4,8
"921","28/10/06","Fulham","Wigan",0,1,2.1,3.25,3.4,1.9,3.2,3.8,2,3.2,3.75,1.9,3.2,3.6,1.9,3.2,3.5,1.9,3.2,3.5
"931","28/10/06","Liverpool","Aston Villa",3,1,1.53,3.6,6.5,1.55,3.55,5.7,1.6,3.5,6,1.6,3.5,5,1.61,3.25,5,1.61,3.1,5.5
"861","22/10/06","Man United","Liverpool",2,0,1.9,3.25,4,1.9,3.15,3.9,1.9,3.2,4.2,1.85,3.1,4,1.9,3.2,3.5,1.83,3,4
"80","21/10/06","Aston Villa","Fulham",1,1,1.72,3.4,5,1.67,3.3,5,1.7,3.4,5,1.7,3.3,4.5,1.61,3.25,5,1.66,3.1,5
"845","21/10/06","Wigan","Man City",4,0,2.3,3.1,3.1,2.25,3.15,2.95,2.3,3.2,3,2.3,3,2.9,2.1,3.2,3,2.25,3.1,2.8
"711","14/10/06","Aston Villa","Tottenham",1,1,2.25,3.1,3.2,2.25,3.15,2.95,2.25,3.2,3.1,2.3,3.1,2.8,2,3.2,3.2,2.1,3.1,3.1
"771","14/10/06","Wigan","Man United",1,3,6,3.8,1.53,6.1,3.7,1.5,6.5,3.75,1.53,5,3.7,1.55,6.5,3.6,1.44,6,3.4,1.5
"621","30/09/06","Chelsea","Aston Villa",1,1,1.3,5,8.5,1.2,5.75,11,1.25,5.25,12,1.27,4.6,9,1.33,4,8,1.28,4.2,9
"631","30/09/06","Everton","Man City",1,1,1.83,3.3,4.33,1.8,3.25,4.2,1.8,3.25,4.5,1.75,3.3,4.2,1.62,3.25,5,1.7,3.2,4.5
"523","23/09/06","Fulham","Chelsea",0,2,7.5,4.33,1.4,8,4.25,1.35,8,4.1,1.4,6.5,4,1.4,6.5,3.6,1.44,7,4,1.36
"534","23/09/06","Liverpool","Tottenham",3,0,1.61,3.75,5.25,1.55,3.45,6,1.6,3.65,5.5,1.65,3.5,4.5,1.57,3.5,5,1.57,3.3,5.5
"453","17/09/06","Chelsea","Liverpool",1,0,1.83,3.25,4.5,1.7,3.2,5,1.8,3.3,4.5,1.75,3.3,4.2,1.67,3.3,4.5,1.72,3.1,4.5
"464","17/09/06","Man United","Arsenal",0,1,1.9,3.25,4,1.8,3.2,4.25,1.85,3.25,4.15,1.9,3.2,3.6,1.73,3.2,4.33,1.83,3,4
"473","17/09/06","Tottenham","Fulham",0,0,1.61,3.4,6,1.55,3.55,5.8,1.6,3.45,6,1.65,3.5,4.5,1.67,3.3,4.5,1.61,3.3,5
"41","16/09/06","Everton","Wigan",2,2,1.72,3.4,5,1.6,3.5,5.25,1.7,3.4,5,1.6,3.6,4.8,1.67,3.3,4.5,1.66,3.3,4.5
"3213","09/09/06","Everton","Liverpool",3,0,3.75,3.2,2,3.9,3.15,1.9,3.6,3.2,2.05,3.4,3.1,2,3.2,3,2.1,3.3,3.1,2
"3310","09/09/06","Man United","Tottenham",1,0,1.5,3.75,7,1.45,3.8,6.7,1.5,3.75,7,1.5,3.8,5.5,1.44,3.6,6.5,1.5,3.4,6
"225","26/08/06","Man City","Arsenal",1,0,5.5,3.6,1.61,4.9,3.4,1.65,4.9,3.5,1.7,4.2,3.3,1.75,4.5,3.3,1.66,4.5,3.1,1.72
"23","26/08/06","Tottenham","Everton",0,2,1.72,3.4,5,1.7,3.3,4.8,1.75,3.4,4.7,1.7,3.3,4.5,1.66,3.3,4.5,1.66,3.3,4.5
"96","20/08/06","Chelsea","Man City",3,0,1.22,5.5,13,1.2,5.5,12,1.22,6,12,1.25,4.8,9.5,1.2,5,11,1.2,5,11
"104","20/08/06","Man United","Fulham",5,1,1.22,5.5,13,1.27,4.85,9.5,1.27,5,11,1.3,4.4,8.5,1.3,4,10,1.22,5,9.5
"15","19/08/06","Arsenal","Aston Villa",1,1,1.28,4.5,13,1.25,5,10,1.27,5,11,1.3,4.4,8.5,1.29,4,10,1.28,4.5,8
"3714","07/05/06","Arsenal","Wigan",4,2,1.2,6,13,1.25,5,10,1.23,5.5,12,1.22,5,10,1.25,5,8,1.25,5,8
"3693","04/05/06","Man City","Arsenal",1,3,5.5,3.6,1.61,5.9,3.5,1.55,5.5,3.5,1.62,4.8,3.6,1.6,5,3.5,1.57,5,3.5,1.57
"3584","29/04/06","Chelsea","Man United",3,0,2.1,3.1,3.6,2,3.15,3.55,2.1,3.1,3.5,2.1,3,3.4,2.1,3.2,3,2.1,2.87,3.3
"3592","29/04/06","Liverpool","Aston Villa",3,1,1.36,4.33,9,1.3,4.5,9,1.36,4.3,8.5,1.4,4,6.5,1.29,4.5,8,1.36,3.75,8
"3606","29/04/06","Man City","Fulham",1,2,1.9,3.25,4,1.9,3.25,3.75,1.9,3.3,3.9,1.9,3.2,3.6,1.91,3.25,3.4,1.9,3.2,3.5
"354","25/04/06","Aston Villa","Man City",0,1,2.1,3.25,3.4,2,3.25,3.4,2.15,3.25,3.25,2.1,3,3.3,2.1,3.2,3,2.15,3.1,3
"3533","24/04/06","Fulham","Wigan",1,0,2,3.2,3.75,2,3.15,3.55,2.05,3.25,3.5,2,3.2,3.3,2,3.4,3,2,3.2,3.2
"348","22/04/06","Arsenal","Tottenham",1,1,1.66,3.4,5.5,1.7,3.3,4.8,1.7,3.45,5,1.7,3.4,4.3,1.73,3.2,4.33,1.61,3.3,5
"3463","18/04/06","Wigan","Aston Villa",3,2,1.9,3.25,3.6,2,3.1,3.6,2,3.2,3.75,1.9,3.2,3.6,1.9,3.2,3.5,1.9,3.2,3.5
"3412","17/04/06","Chelsea","Everton",3,0,1.2,5.5,11,1.2,5.5,12,1.22,5.25,13,1.27,4.2,11,1.22,5,10,1.22,5,9.5
"3445","17/04/06","Tottenham","Man United",1,2,3.2,3.2,2.1,3.75,3.1,1.95,3.2,3.25,2.15,2.8,3.1,2.3,3.2,3.2,2,3.1,3.3,2
"3332","15/04/06","Everton","Tottenham",0,1,2.5,3.25,2.7,2.4,3.15,2.75,2.7,3.1,2.6,2.5,3.1,2.6,2.25,3.2,2.75,2.37,3.1,2.62
"3276","09/04/06","Man United","Arsenal",2,0,2.1,3.2,3.5,1.9,3.2,3.8,2,3.25,3.75,2,3.2,3.3,1.91,3.2,3.5,1.9,3.1,3.6
"3221","08/04/06","Tottenham","Man City",2,1,1.61,3.6,5.5,1.65,3.45,4.9,1.63,3.5,5.5,1.55,3.7,5,1.57,3.5,5,1.61,3.3,5
"3094","01/04/06","Arsenal","Aston Villa",5,0,1.28,5,10,1.3,4.75,8.35,1.3,4.7,10,1.35,4.2,7.5,1.25,4.5,10,1.3,4.2,8.5
"2992","25/03/06","Aston Villa","Fulham",0,0,2,3.2,3.75,1.9,3.15,3.85,1.97,3.25,3.75,1.9,3.2,3.6,1.83,3.2,3.75,1.9,3.1,3.6
"3004","25/03/06","Chelsea","Man City",2,0,1.25,5,13,1.25,5,10,1.28,5,10,1.3,4.2,9.5,1.29,4.33,9,1.25,4.5,10
"3013","25/03/06","Liverpool","Everton",3,1,1.57,3.6,6,1.6,3.3,5.8,1.6,3.5,6,1.65,3.4,4.7,1.62,3.25,5,1.53,3.25,6
"2975","19/03/06","Fulham","Chelsea",1,0,8,4.2,1.4,7.3,4,1.4,7,4,1.44,5.5,3.8,1.5,6.5,3.6,1.44,6.5,3.6,1.44
"2931","18/03/06","Everton","Aston Villa",4,1,1.8,3.3,4.5,1.9,3.15,3.9,1.87,3.3,4.15,1.9,3.2,3.6,1.8,3.2,4,1.8,3.1,4
"294","18/03/06","Man City","Wigan",0,1,2.1,3.2,3.5,1.95,3.1,3.75,2.05,3.25,3.55,2.1,3.1,3.2,1.91,3.2,3.5,1.9,3.1,3.6
"2884","15/03/06","Liverpool","Fulham",5,1,1.36,4.33,9,1.35,4.25,8,1.38,4.33,8,1.37,3.9,7.5,1.4,3.75,7,1.3,4.2,8.5
"2854","12/03/06","Arsenal","Liverpool",2,1,2.25,3.2,3.1,2.25,3.1,3,2.25,3.2,3.1,2.2,3,3.1,2.1,3.2,3,2.2,3,3
"2812","11/03/06","Chelsea","Tottenham",2,1,1.44,4,7.5,1.4,4,7.3,1.5,3.75,7,1.5,3.8,5.5,1.4,3.75,7,1.36,4,7
"2822","11/03/06","Everton","Fulham",3,1,1.83,3.25,4.5,1.9,3.1,3.95,1.9,3.25,4.1,1.8,3.2,4,1.67,3.25,4.5,1.72,3.25,4.2
"2772","06/03/06","Wigan","Man United",1,2,5,3.6,1.66,5,3.2,1.7,5,3.3,1.73,4.2,3.3,1.75,4.5,3.25,1.67,4.5,3.3,1.66
"2693","04/03/06","Fulham","Arsenal",0,4,3.2,3.25,2.2,3.3,3.1,2.1,3.25,3.25,2.15,2.8,3.1,2.3,3,3.2,2.1,2.87,3.1,2.2
"2662","26/02/06","Liverpool","Man City",1,0,1.53,3.8,6,1.55,3.4,6.2,1.57,3.5,6.5,1.55,3.7,5,1.5,3.4,6,1.5,3.4,6
"2581","19/02/06","Tottenham","Wigan",2,2,1.66,3.6,5,1.65,3.35,4.95,1.7,3.5,5,1.7,3.4,4.3,1.67,3.25,4.5,1.7,3.2,4.5
"2562","14/02/06","Liverpool","Arsenal",1,0,2.1,3.1,3.6,2,3,3.8,2.1,3.1,3.6,2,3.2,3.3,1.91,3.25,3.4,2,3,3.4
"2522","11/02/06","Wigan","Liverpool",0,1,3.75,3.2,2,4,3.1,1.9,4,3.25,1.91,3.3,3.2,2,3.75,3.25,1.8,3.6,3.1,1.9
"2433","05/02/06","Chelsea","Liverpool",2,0,1.9,3,4.5,1.7,3.2,5,1.8,3.1,4.85,1.8,3.2,4,1.73,3.1,4.5,1.8,2.9,4.5
"2373","04/02/06","Everton","Man City",1,0,2.2,3.2,3.25,2.25,3.1,3,2.25,3.2,3.1,2.1,3.1,3.2,2,3.2,3.2,2.05,3.1,3.2
"2382","04/02/06","Man United","Fulham",4,2,1.3,4.5,12,1.25,5,10,1.28,4.75,11,1.3,4.4,8.5,1.25,4.5,10,1.28,4.5,8
"2301","01/02/06","Aston Villa","Chelsea",1,1,7.5,4,1.44,9,4,1.35,7.5,3.75,1.47,5.5,3.8,1.5,7,3.5,1.44,7,3.75,1.4
"226","31/01/06","Fulham","Tottenham",1,0,2.75,3.2,2.5,2.7,3.1,2.45,2.75,3.2,2.45,2.7,3.1,2.4,2.6,3.2,2.38,2.62,3.1,2.37
"2283","31/01/06","Wigan","Everton",1,1,2.25,3.1,3.2,2.15,3.1,3.2,2.3,3,3.2,2.2,3.1,3,2.1,3.2,3,2.15,3.1,3
"2234","22/01/06","Man United","Liverpool",1,0,2.3,3.1,3.1,2.2,3.1,3.1,2.3,3.1,3.1,2.2,3,3.1,2.2,3,3,2.1,3,3.2
"2176","21/01/06","Everton","Arsenal",1,0,5.5,3.5,1.66,5.15,3.3,1.65,5.25,3.4,1.7,4.5,3.3,1.7,4.33,3.2,1.73,4.5,3.2,1.7
"2201","21/01/06","Tottenham","Aston Villa",0,0,1.61,3.4,6,1.6,3.4,5.5,1.65,3.45,5.5,1.7,3.3,4.5,1.67,3.25,4.5,1.66,3.3,4.5
"2101","14/01/06","Liverpool","Tottenham",1,0,1.66,3.4,5.5,1.6,3.4,5.5,1.67,3.4,5.5,1.65,3.4,4.7,1.67,3.25,4.5,1.61,3.3,5
"2113","14/01/06","Man City","Man United",3,1,4.5,3.3,1.8,4.3,3.2,1.8,4.5,3.3,1.8,4.2,3.3,1.75,4,3.2,1.8,4.5,3.1,1.72
"2042","04/01/06","Man City","Tottenham",0,2,2.5,3.1,2.8,2.4,3.1,2.75,2.45,3.25,2.75,2.5,3,2.5,2.38,3.2,2.6,2.37,3.1,2.62
"2031","03/01/06","Arsenal","Man United",0,0,2.62,3.1,2.75,2.35,3.1,2.85,2.5,3,2.9,2.4,3,2.6,2.25,3.2,2.75,2.5,3.1,2.5
"1851","31/12/05","Aston Villa","Arsenal",0,0,5.5,3.6,1.61,5,3.2,1.7,5.25,3.4,1.67,4.2,3.2,1.7,4.5,3.5,1.62,4.5,3.3,1.66
"1803","28/12/05","Everton","Liverpool",1,3,5,3.4,1.72,4.8,3.3,1.7,5.5,3.3,1.75,4,3.2,1.75,4.33,3.2,1.73,4.5,3.1,1.72
"1813","28/12/05","Fulham","Aston Villa",3,3,2.1,3.25,3.4,2.1,3.1,3.3,2.1,3.2,3.4,2.1,3,3.1,2,3.2,3.2,2,3.1,3.3
"1822","28/12/05","Man City","Chelsea",0,1,6,3.6,1.57,6.4,3.6,1.5,6.5,3.6,1.55,4.8,3.5,1.55,6,3.75,1.44,5.5,3.5,1.53
"1682","26/12/05","Aston Villa","Everton",4,0,2.1,3.2,3.5,2.2,3.1,3.1,2.15,3.2,3.3,2.1,3,3.1,2.1,3,3.2,2.1,2.87,3.3
"1702","26/12/05","Chelsea","Fulham",3,2,1.2,5.5,17,1.17,6,13,1.2,5.5,15,1.22,4.8,9.5,1.17,5.5,12,1.16,5.5,12
"1772","26/12/05","Wigan","Man City",4,3,2.4,3.2,2.87,2.45,3.1,2.7,2.4,3.2,2.8,2.3,3,2.7,2.25,3.2,2.75,2.3,3.2,2.62
"1664","18/12/05","Arsenal","Chelsea",0,2,2.87,3.1,2.5,2.75,3.05,2.45,2.9,3.1,2.4,3.1,2.9,2.3,2.6,3,2.5,3,2.87,2.25
"1594","17/12/05","Aston Villa","Man United",0,2,5.5,3.4,1.66,4.5,3.25,1.75,5,3.4,1.7,4,3.2,1.75,4.33,3.2,1.73,4.5,3.1,1.72
"158","14/12/05","Man United","Wigan",4,0,1.3,4.5,11,1.25,5,10,1.3,4.85,9.5,1.33,4,7.5,1.29,4.33,9,1.25,4.5,10
"1551","11/12/05","Man United","Everton",1,1,1.3,4.5,12,1.27,4.75,9.5,1.3,4.5,10,1.33,4,7.5,1.3,4.33,8,1.28,4,10
"1513","10/12/05","Chelsea","Wigan",1,0,1.2,5.5,17,1.2,5.25,13,1.2,5.5,15,1.22,4.8,9.5,1.14,6,12,1.14,5.5,15
"1404","03/12/05","Liverpool","Wigan",3,0,1.53,3.5,7,1.5,3.65,6.15,1.53,3.6,6.5,1.55,3.5,5.6,1.5,3.4,6,1.44,3.6,6.5
"1282","26/11/05","Man City","Liverpool",0,1,2.8,3.1,2.5,2.65,3.1,2.5,2.75,3.15,2.5,2.7,3,2.5,2.6,3.2,2.38,2.62,2.9,2.5
"1312","26/11/05","Wigan","Tottenham",1,2,2.75,3.2,2.5,2.35,3.1,2.85,2.55,3.2,2.6,2.4,3,2.8,2.5,3.2,2.5,2.5,3.1,2.5
"1235","19/11/05","Wigan","Arsenal",2,3,4.5,3.3,1.8,4.25,3.2,1.8,4.5,3.25,1.8,3.7,3.1,1.9,3.75,3.25,1.8,4,3,1.83
"1151","06/11/05","Man United","Chelsea",1,0,3.25,3.2,2.2,2.85,3.1,2.35,3.2,3.1,2.25,3,3,2.3,2.75,3.2,2.25,3.1,3,2.15
"1084","05/11/05","Aston Villa","Liverpool",0,2,3.2,3.25,2.2,3.1,3.1,2.2,3.2,3.1,2.25,3.1,3,2.2,2.75,3.2,2.25,3,2.87,2.25
"1103","05/11/05","Fulham","Man City",2,1,2.5,3.2,2.75,2.45,3.1,2.7,2.45,3.25,2.75,2.4,3,2.6,2.38,3.2,2.6,2.4,3.1,2.6
"1063","31/10/05","Man City","Aston Villa",3,1,1.83,3.25,4.5,1.85,3.2,4,1.83,3.25,4.4,1.85,3.1,4,1.73,3.2,4.33,1.83,3,4
"1031","29/10/05","Tottenham","Arsenal",1,1,2.8,3.1,2.5,2.55,3.1,2.6,2.75,3.15,2.5,2.8,3,2.4,2.75,3,2.38,2.75,2.9,2.4
"1041","29/10/05","Wigan","Fulham",1,0,2.1,3.2,3.5,1.95,3.2,3.6,2.1,3.2,3.45,1.9,3.1,3.5,1.91,3.2,3.5,1.9,3.1,3.6
"945","23/10/05","Everton","Chelsea",1,1,9,4.33,1.36,8,4.8,1.3,8.5,4.25,1.36,7.5,4.2,1.35,8,4,1.33,8.5,4.2,1.3
"872","22/10/05","Arsenal","Man City",1,0,1.5,3.75,7,1.4,4,7.25,1.44,3.75,7.5,1.5,3.7,5.7,1.5,3.4,6,1.44,3.25,8
"881","22/10/05","Aston Villa","Wigan",0,2,2,3.2,3.75,2,3.15,3.5,2,3.2,3.7,2.1,3,3.1,1.83,3.2,3.75,1.9,3.1,3.6
"903","22/10/05","Fulham","Liverpool",2,0,3.5,3.2,2.1,3.75,3.15,1.95,3.3,3.2,2.1,3.1,3,2.2,3.5,3.2,1.91,3.2,3,2.1
"915","22/10/05","Man United","Tottenham",1,1,1.61,3.4,6,1.55,3.5,5.8,1.6,3.5,6,1.55,3.6,5.4,1.5,3.25,6.5,1.5,3.4,6
"812","15/10/05","Tottenham","Everton",2,0,1.61,3.4,6,1.6,3.55,5.15,1.6,3.5,5.75,1.6,3.4,4.6,1.62,3.25,5,1.57,3.3,5.5
"744","02/10/05","Liverpool","Chelsea",1,4,3.25,3,2.3,3.2,3,2.2,3.4,3,2.2,3.2,2.8,2.3,3,3.2,2.1,3.1,3,2.15
"752","02/10/05","Man City","Everton",2,0,1.83,3.3,4.33,1.65,3.5,4.8,1.8,3.3,4.5,1.75,3.2,4,1.8,3.2,4,1.72,3.25,4.2
"693","01/10/05","Fulham","Man United",2,3,5,3.6,1.66,5.15,3.55,1.6,5,3.6,1.65,4.6,3.2,1.7,5.5,3.5,1.53,5.5,3.3,1.57
"663","26/09/05","Tottenham","Fulham",1,0,1.61,3.4,6,1.6,3.55,5.15,1.55,3.5,6.5,1.65,3.3,4.4,1.57,3.5,5,1.57,3.3,5.5
"594","24/09/05","Chelsea","Aston Villa",2,1,1.22,5.5,13,1.2,5.5,12,1.2,5.5,15,1.27,4.3,8.5,1.17,5.5,12,1.2,5,11
"601","24/09/05","Everton","Wigan",0,1,1.9,3.25,4,1.8,3.4,4,1.83,3.2,4.5,1.85,3.1,3.6,1.67,3.25,4.5,1.83,3,4
"563","19/09/05","Arsenal","Everton",2,0,1.4,4,9,1.3,4.8,8,1.35,4.25,9.5,1.4,3.9,6,1.33,4,8,1.33,4,8
"535","18/09/05","Liverpool","Man United",0,0,2.7,3.1,2.6,2.9,3.2,2.25,2.8,3.2,2.45,2.5,3,2.5,2.6,3.2,2.38,2.75,3.2,2.25
"474","17/09/05","Aston Villa","Tottenham",1,1,2.6,3.25,2.6,2.3,3.2,2.8,2.6,3.2,2.6,2.4,3,2.6,2.5,3.2,2.5,2.62,3.2,2.3
"40","10/09/05","Man United","Man City",1,1,1.4,3.75,10,1.35,4.5,7.25,1.36,4.2,9,1.4,3.9,6,1.4,3.75,7,1.4,3.5,8
"432","10/09/05","Tottenham","Liverpool",0,0,2.5,3.2,2.75,2.5,3.2,2.55,2.5,3.25,2.7,2.3,3,2.7,2.4,3.25,2.5,2.4,3.1,2.6
"298","27/08/05","Fulham","Everton",1,0,2.5,3.2,2.75,2.35,3.2,2.75,2.45,3.3,2.7,2.3,3,2.7,2.5,3.2,2.5,2.5,3.1,2.5
"31","27/08/05","Tottenham","Chelsea",0,2,4.33,3.3,1.83,4.2,3.25,1.8,4,3.4,1.85,3.8,3.1,1.8,3.75,3.25,1.8,4,3.1,1.8
"241","24/08/05","Arsenal","Fulham",4,1,1.22,5.5,13,1.25,5,10,1.22,5.75,12,1.25,4.5,9,1.22,5,10,1.22,5,9.5
"209","21/08/05","Chelsea","Arsenal",1,0,2,3.2,3.75,1.8,3.2,4.3,1.95,3.3,3.75,1.9,3.1,3.7,1.83,3.2,3.75,1.83,3.2,3.75
"1510","20/08/05","Man United","Aston Villa",1,0,1.22,5.5,13,1.25,5,10,1.27,5,11,1.27,4.3,8.5,1.25,4.5,10,1.28,4.5,8
"1010","14/08/05","Wigan","Chelsea",0,1,10,4.5,1.33,9,4.6,1.3,9,4.25,1.36,6,3.9,1.4,8,4,1.33,8,4.5,1.28
"21","13/08/05","Everton","Man United",0,2,5,3.4,1.72,4.35,3.35,1.75,4.25,3.4,1.83,3.8,3.1,1.8,3.75,3.2,1.83,4.33,3.2,1.72
